"screen_name","text","stripped_text1"
"moosefeels","i do not have abundant affection in my heard for anti-vaxxers, to be clear, but laying sneering scolding at the feet of the unvaccinated while vaccine equity is still uhhhhHH a fucking gamble is so fucking insulting","i do not have abundant affection in my heard for antivaxxers to be clear but laying sneering scolding at the feet of the unvaccinated while vaccine equity is still uhhhhhh a fucking gamble is so fucking insulting"
"NotYetSurgeon","Why not impose strict vaccine mandates/passports through executive actions to push the unvaxxed? This statement is unlikely to motivate anyone to get the shots. It also reads like they're just going to let the gullible, stupid anti-vaxxers die. https://t.co/dqogY4PmGX","why not impose strict vaccine mandatespassports through executive actions to push the unvaxxed this statement is unlikely to motivate anyone to get the shots it also reads like theyre just going to let the gullible stupid antivaxxers die "
"chauchat2021","SIDS and autism aren't necessarily connected to vaccines.
But Big Pharma must be liable for all drugs, ESPECIALLY if mandated.
(Should anything be mandated?)

Many of us weren't, as they say, ""anti-vaxxers,"" until Covid, to our discredit https://t.co/ZSRMfEJkpU","sids and autism arent necessarily connected to vaccinesbut big pharma must be liable for all drugs especially if mandatedshould anything be mandatedmany of us werent as they say antivaxxers until covid to our discredit "
"Jacket_Spangler","@Dropping10s @WhitlockRevolu2 @brianstelter @DLeonhardt lol no youâ€™re just getting offended at me pointing out the dumb white guy anti vaccine ideology by pointing at â€œthe blacks and Hispanicsâ€","    lol no youâ€™re just getting offended at me pointing out the dumb white guy anti vaccine ideology by pointing at â€œthe blacks and hispanicsâ€"
"vasculitides","Antibody response to COVID-19 booster vaccine in rituximab-treated patients with anti-neutrophil cytoplasmic antibody-associated vasculitis - Letter to the Editor - Kidney Int https://t.co/yLhh3ILe0H","antibody response to covid booster vaccine in rituximabtreated patients with antineutrophil cytoplasmic antibodyassociated vasculitis  letter to the editor  kidney int "
"CoweeDorothy","If they're anti-mask,anti-vaccine.  Sure does change my opinion of them. https://t.co/fON5tEVZde","if theyre antimaskantivaccine  sure does change my opinion of them "
"PKBurian","@AstorAaron I doubt that his age and weight are relevant to his views.
He probably got caught up in the disinformation like millions of others
But perhaps he is at greater risk than the more typical 20 year olds who are also anti vaccine."," i doubt that his age and weight are relevant to his viewshe probably got caught up in the disinformation like millions of othersbut perhaps he is at greater risk than the more typical  year olds who are also anti vaccine"
"VulpesOkamis","Are we surprised that Twilight Sparkle is anti vaccine https://t.co/uxOu4wNx5b","are we surprised that twilight sparkle is anti vaccine "
"Terrence_STR","Hague, Netherlands 

Anti-lockdown &amp; vaccine passport protests clashes with heavy handed policeâ€¦ #Covid19 #OmicronVariant https://t.co/PXb3RpjfNl","hague netherlands antilockdown  vaccine passport protests clashes with heavy handed policeâ€ covid omicronvariant "
"the_ukw","@AnonUKCitizen When a few thousand anti vaccers - apposed to vaccine passports, give the Government and 68 million other people the desire to have them introduced. You honestly couldnt make up this level of stupid! <U+0001F602>"," when a few thousand anti vaccers  apposed to vaccine passports give the government and  million other people the desire to have them introduced you honestly couldnt make up this level of stupid uf"
"nick_is_solid","This is the tweet that got me blocked btw. @Cernovich 

I donâ€™t see anything but appropriate discourse. Albeit Iâ€™ve been on his ass, it might have been just pure annoyance that forced him to use the dreaded block button. 

Btw, Heâ€™s anti-Trump and Pro Vaccine.<U+0001F602><U+0001F602><U+0001F602> https://t.co/n80Mbrl4E4","this is the tweet that got me blocked btw  i donâ€™t see anything but appropriate discourse albeit iâ€™ve been on his ass it might have been just pure annoyance that forced him to use the dreaded block button btw heâ€™s antitrump and pro vaccineufufuf "
"hatetheclueless","@MurithiZachary Do I give a fuck if you're vaccinated? Does you vaccine work? Answer to both questions is no.  PS I wasn't an anti vaxxer until they changed the definition, usually language manipulation isn't a good sign"," do i give a fuck if youre vaccinated does you vaccine work answer to both questions is no  ps i wasnt an anti vaxxer until they changed the definition usually language manipulation isnt a good sign"
"morrgaine","Please know that my family isnâ€™t anti science. All of us have our vaccine &amp; boosted either last week or a few days ago. Thatâ€™s why none of this makes sense to me. Best I can guess is itâ€™s coming from severe pandemic fatigue. Which I wonâ€™t risk my safety for","please know that my family isnâ€™t anti science all of us have our vaccine  boosted either last week or a few days ago thatâ€™s why none of this makes sense to me best i can guess is itâ€™s coming from severe pandemic fatigue which i wonâ€™t risk my safety for"
"Ber45012953Paul","@you2arewrong @DaximusM @JamieMauracher And here is some (29) peered review studies that prove these vaccines do not work and these mandates are a joke. Vaccines donâ€™t work. Treatments do. But you probably wonâ€™t read these. Youâ€™ll just say â€œAnti-vaxerâ€. <U+0001F92A> https://t.co/4Pyu0elzYn","   and here is some  peered review studies that prove these vaccines do not work and these mandates are a joke vaccines donâ€™t work treatments do but you probably wonâ€™t read these youâ€™ll just say â€œantivaxerâ€ ufa "
"glenn76833403","@mtgreenee Your dangerous anti- vaccine rhetoric is going to result in the deaths of some of your supporters.
These people trust you.
Thereâ€™s no doubt some of them will contract Covid , and if theyâ€™re unvaccinated they stand a much greater chance of serious illness, or death."," your dangerous anti vaccine rhetoric is going to result in the deaths of some of your supportersthese people trust youthereâ€™s no doubt some of them will contract covid  and if theyâ€™re unvaccinated they stand a much greater chance of serious illness or death"
"KarenVirtue111","@Peter_Fitz These 2 anti-science nuts - both recently resigned in ""protest"" from snr positions at the FDA - say that vaccine boosters &amp; shots for kids have been deployed without proper risk analysis

They seem to think vaccines are not entirely safe for everyone <U+0001F921>

https://t.co/JJ6eSMGflh"," these  antiscience nuts  both recently resigned in protest from snr positions at the fda  say that vaccine boosters  shots for kids have been deployed without proper risk analysisthey seem to think vaccines are not entirely safe for everyone uf"
"plainguy18","If anyone predicted there would 3 or more viral outbreaks or that vaccinated people would be at risk with or without the vaccine , the left labels you a racist anti vaxxer!  They can NEVER admit their central government bias is incorrect or hindering advancement of society !","if anyone predicted there would  or more viral outbreaks or that vaccinated people would be at risk with or without the vaccine  the left labels you a racist anti vaxxer  they can never admit their central government bias is incorrect or hindering advancement of society "
"AmeliaBanc","@nocommiesever @jstephenson84 @ChipJohnsonIII @CompoSimmonite2 @SusanStJames3_ this is funny because if you look at actual data (calling it â€œstatsâ€ is a clear propaganda giveaway btw) the vaccine is the best way to go and has exponentially fewer side effects than the virus weâ€™re entering year three of living with largely because of anti science morons.","     this is funny because if you look at actual data calling it â€œstatsâ€ is a clear propaganda giveaway btw the vaccine is the best way to go and has exponentially fewer side effects than the virus weâ€™re entering year three of living with largely because of anti science morons"
"smeagolsoapbox","@RoArquette Sheâ€™s a vaccinated anti-vaxxer dividing our country with vaccine lies &amp; disinformation in order to trick voters and hold her seat. 
Vote this troll out of office and hold her accountable for the death and destruction sheâ€™s caused this country."," sheâ€™s a vaccinated antivaxxer dividing our country with vaccine lies  disinformation in order to trick voters and hold her seat vote this troll out of office and hold her accountable for the death and destruction sheâ€™s caused this country"
"LucyRebel13","@itsendeavour And he is going off against anti-vaccine people? What is happening? Did I fall down the rabbit hole? https://t.co/5IXtQ2OLv0"," and he is going off against antivaccine people what is happening did i fall down the rabbit hole "
"LucyRebel13","@OrangeGrove55 Iâ€™m honestly on board with this. 
Iâ€™ve lost people and I really donâ€™t want to die if I get it again. Iâ€™m so scared. Itâ€™s a high death risk situation for me.
Iâ€™m so upset at the anti vaccine and anti mask people. It didnâ€™t have to be this bad."," iâ€™m honestly on board with this iâ€™ve lost people and i really donâ€™t want to die if i get it again iâ€™m so scared itâ€™s a high death risk situation for meiâ€™m so upset at the anti vaccine and anti mask people it didnâ€™t have to be this bad"
"gramerlesbian","I got a new job and new cases are going up pls help I work with a cishet yt men who's ""opinion"" is that masks aren't necessary indoors
I WORK WITH AN ANTI MASKER HE EVEN SAID HE GOT THE VACCINE CAUSE HE WAS REQUIRED TO IM GONNA DIE OR K WORD THIS MEN","i got a new job and new cases are going up pls help i work with a cishet yt men who opinion is that masks arent necessary indoorsi work with an anti masker he even said he got the vaccine cause he was required to im gonna die or k word this men"
"Katie__Joy__","told my mom that my coworker just died from covid RIGHT after I found out &amp; she chose that time to talk about how bad &amp; scary the vaccine is. if youâ€™re an anti-vaxer, you can go to hell.

donâ€™t pick fights with a person who just found out someone they worked with every week died.","told my mom that my coworker just died from covid right after i found out  she chose that time to talk about how bad  scary the vaccine is if youâ€™re an antivaxer you can go to helldonâ€™t pick fights with a person who just found out someone they worked with every week died"
"awdisdic","@BobYaBuilder @rratone1 @CNN But shitting on those graves with anti-vaxxx propaganda is perfectly fine with you? <U+0001F621> 

Sure, donâ€™t get the vaccine, but spread lies about it?","   but shitting on those graves with antivaxxx propaganda is perfectly fine with you uf sure donâ€™t get the vaccine but spread lies about it"
"bhorsewoodsr","@StellaBoyd23 I've had 3 shots, so far. I get a flu vaccine EVERY YEAR! Why wouldn't I get a COVID19 vaccine until it's gone? Thanx to all the STUPID anti-vaxxers, it'll likely NEVER be gone!!!!"," ive had  shots so far i get a flu vaccine every year why wouldnt i get a covid vaccine until it gone thanx to all the stupid antivaxxers itll likely never be gone"
"TheRoboticLover","@syahmirastam @blockbustedpod Kinda unclear but seems like it. She has angily defended her fiancÃ© who famously lied about being vaccinated, and has talked in the past about making her own medicines <U+0001F604>
https://t.co/0OD3E37vyD","  kinda unclear but seems like it she has angily defended her fiancã who famously lied about being vaccinated and has talked in the past about making her own medicines uf"
"ArtTorr51508297","@BBCWorld Worsening level of the US Pandemic, is due to the failure of Bidenâ€™s team of experts to stay consistent with its containment process. Illegals remain unvaxed,  but anti-vaxers have been allowed to misinform the public about the efficacy of the vaccine! 

Is VAXING voluntary???"," worsening level of the us pandemic is due to the failure of bidenâ€™s team of experts to stay consistent with its containment process illegals remain unvaxed  but antivaxers have been allowed to misinform the public about the efficacy of the vaccine is vaxing voluntary"
"NickHoopes_","@ryanAjoyce You and me both. Which goes back to the original point. We canâ€™t oversell what the vaccines do because for the vaccine hesitant/anti vax, itâ€™s gonna make them less likely to get one <U+0001F937><U+200D><U+2642><U+FE0F>"," you and me both which goes back to the original point we canâ€™t oversell what the vaccines do because for the vaccine hesitantanti vax itâ€™s gonna make them less likely to get one ufuduufef"
"JKamoua","@alanknit Iâ€™m not anti vax and encourage it. I just shared something that i felt will help you understand the concept of any vaccine not just covid in particular. Thanks"," iâ€™m not anti vax and encourage it i just shared something that i felt will help you understand the concept of any vaccine not just covid in particular thanks"
"garapadyud","@NBCSWarriors these anti vaxx really something else they are just waiting for case like this to push their narrative, clearly they dont understand what vaccine is for. I am not surprise at all why they dont want it not until they got COVID and beg the doctors whom they dont trust to help them"," these anti vaxx really something else they are just waiting for case like this to push their narrative clearly they dont understand what vaccine is for i am not surprise at all why they dont want it not until they got covid and beg the doctors whom they dont trust to help them"
"regandarcy","@karaswisher These anti science idiots still donâ€™t understand that the vaccine all but eliminates the risk of serious illness or hospitalization, while the unvaccinated risk that &amp; worse, death. Just ask anti vax Republican Doug Erickson from Washington State who died of covid yesterday. <U+0001F926><U+200D><U+2642><U+FE0F>"," these anti science idiots still donâ€™t understand that the vaccine all but eliminates the risk of serious illness or hospitalization while the unvaccinated risk that  worse death just ask anti vax republican doug erickson from washington state who died of covid yesterday ufuduufef"
"KLHickok","@mtgreenee Seeing as how there wasnâ€™t a massive anti-science backlash for polio people took the vaccine eliminating the possibility of variants. Not too mention it wasnâ€™t a pandemic in the same way this is. Your lack of IQ is disturbing"," seeing as how there wasnâ€™t a massive antiscience backlash for polio people took the vaccine eliminating the possibility of variants not too mention it wasnâ€™t a pandemic in the same way this is your lack of iq is disturbing"
"Yruonhere","@LiftYourFist @_MickAtNite @MikeTaddow I think its stupid for kyrie to compare alis situation to his,but kyrie isn't anti-vax. People through that term around way to much. An anti vaxer is someone who doesn't think anyone should get vaccines. Kyrie said in his ig live, ""if you decide to get the vaccine, I support u""","   i think its stupid for kyrie to compare alis situation to hisbut kyrie isnt antivax people through that term around way to much an anti vaxer is someone who doesnt think anyone should get vaccines kyrie said in his ig live if you decide to get the vaccine i support u"
"BryanKauffman21","@pfrady You talk about science but you refuse to research vaccine injuries and post constantly about the general good of them. Maybe talk about the good ones and the bad ones equally and people will listen instead of calling anti accents blanket murderers."," you talk about science but you refuse to research vaccine injuries and post constantly about the general good of them maybe talk about the good ones and the bad ones equally and people will listen instead of calling anti accents blanket murderers"
"DMC0821","@joyevaded @sammajammaz @MelaKatie @JoshuaPotash At this point, if you're taking an anti-parasitic to fight a virus, you're right, I really don't give a shit if you die a miserable death alone.

The vaccine is literally free while other countries are struggling to even get enough to vaccinate their population.","    at this point if youre taking an antiparasitic to fight a virus youre right i really dont give a shit if you die a miserable death alonethe vaccine is literally free while other countries are struggling to even get enough to vaccinate their population"
"DorsetHenry","during the 1800s an iranian minister ordered to lash anti vaxxers who refused the smallpox vaccine 
qt unrelated https://t.co/iBsFncFZcR","during the s an iranian minister ordered to lash anti vaxxers who refused the smallpox vaccine qt unrelated "
"cocoamochasweet","@SkoomaBandaid @mode_soleil @capcan1976 @tori_saylor I'm not better than idiots who don't wear a mask and are anti mask because I wear 2 masks, lockdown, and social distance? Yes, you're feeling affronted because I expose that YOU are as bad as anti-vaccine/mask people.  You must run all over like there's no pandemic. Guilt much?","    im not better than idiots who dont wear a mask and are anti mask because i wear  masks lockdown and social distance yes youre feeling affronted because i expose that you are as bad as antivaccinemask people  you must run all over like there no pandemic guilt much"
"Behn18D","@JewishResister @electroboyusa So in other words ( maga, gop, anti- vax, white supremacist and neo Nazi's ) who refuse the vaccine are bound and determined to die  from covid. Thus riding the world of stupidity and bigotry ! https://t.co/K5s0KinHok","  so in other words  maga gop anti vax white supremacist and neo nazi  who refuse the vaccine are bound and determined to die  from covid thus riding the world of stupidity and bigotry  "
"ErikRist99","@Vote4Progress How about anti-boosters? Do they also fall into the nonsensical shame category of anti-vaxxers? Hilarious how someone can have every single vaccine but if they question this one, its booster, or a mandate they are ANTI-VAX<U+2620><U+FE0F><U+2620><U+FE0F><U+2620><U+FE0F>"," how about antiboosters do they also fall into the nonsensical shame category of antivaxxers hilarious how someone can have every single vaccine but if they question this one its booster or a mandate they are antivaxuufefuufefuufef"
"leftcoastbabe","How much could we save on healthcare costs in this country not to mention risk to healthcare workers if anti-vaccine Americans who don't believe in medical science   just start staying home when they get COVID?","how much could we save on healthcare costs in this country not to mention risk to healthcare workers if antivaccine americans who dont believe in medical science   just start staying home when they get covid"
"Zwart5Zwart","Open SmartNews and read ""Anti-Vaccine Advocate Robert Kennedy Jr. &amp; Cheryl Hines Mandate A Shot Requirement For Holiday Party, Lawyer Reveals His Wife Made The Decision Despite His Stance"" here: https://t.co/KUCgAADB9O 
To read it on the web, tap here: https://t.co/0Fev16iMfa","open smartnews and read antivaccine advocate robert kennedy jr  cheryl hines mandate a shot requirement for holiday party lawyer reveals his wife made the decision despite his stance here  to read it on the web tap here "
"ZGhivelder","@OliverKBrown @Yahoo The anti-vaccine is a strictly political movement  enhanced by extreme rightists shaped exactly like the mob that attacked the Capiton on Januaru 6th. When the pandemis will be over they'll find another pretext to storm the streets.","  the antivaccine is a strictly political movement  enhanced by extreme rightists shaped exactly like the mob that attacked the capiton on januaru th when the pandemis will be over theyll find another pretext to storm the streets"
"ImDrakeSmith","@9cZgHz6digRljfy @Robjam6 @ABCPolitics Iâ€™m vaccinated, thatâ€™s great, Iâ€™m not anti vax,  but what is â€œpotentially devastatingâ€ if more people donâ€™t get a vaccine? Especially since itâ€™s clearly obvious vaccines donâ€™t stop the spread","   iâ€™m vaccinated thatâ€™s great iâ€™m not anti vax  but what is â€œpotentially devastatingâ€ if more people donâ€™t get a vaccine especially since itâ€™s clearly obvious vaccines donâ€™t stop the spread"
"xohiraa","Anti bodies are NOT in the vaccine. The vaccine helps create Anti bodies against Covid. #ANTIMASKvsMASK","anti bodies are not in the vaccine the vaccine helps create anti bodies against covid antimaskvsmask"
"gottlightmpls","@BlueSteelDC Sounds like it was due to injury. Filming resumes next month with Wright allegedly returning. She is on record as saying the anti-vaccine statements/sentiments are untrue."," sounds like it was due to injury filming resumes next month with wright allegedly returning she is on record as saying the antivaccine statementssentiments are untrue"
"ducktapnsuprglu","@VotePulver @lmoon79 If nurses went on strike anti-vaxxers would be totally #^@^$@^.  unfortunately the vaccinated (and medically unable to take vaccine) would be caught in the crossfire.","  if nurses went on strike antivaxxers would be totally   unfortunately the vaccinated and medically unable to take vaccine would be caught in the crossfire"
"WillsAnnette","When you use the word breakthrough case the anti vaccine people scream at be see you still get it and do not want to hear anything else I got to say so please stop. I am trying so hard. https://t.co/yuF8X6zIiT","when you use the word breakthrough case the anti vaccine people scream at be see you still get it and do not want to hear anything else i got to say so please stop i am trying so hard "
"WokeTheMovie","If you oppose mandates, boycott these business, even in areas that donâ€™t have vaccine requirements. @panerabread @Cheesecake @Applebees. If they wonâ€™t push back against this, they donâ€™t need unvaxxed or anti-mandate money, https://t.co/JQfcvHPaUa","if you oppose mandates boycott these business even in areas that donâ€™t have vaccine requirements    if they wonâ€™t push back against this they donâ€™t need unvaxxed or antimandate money "
"jp_polewczak","Need to stop calling these ""breakthrough"" cases as it implies the vaccine failed to prevent contraction which it was never claimed to do, but it is still used as misinformed anti-vaccine fuel. https://t.co/JADF61zqD2","need to stop calling these breakthrough cases as it implies the vaccine failed to prevent contraction which it was never claimed to do but it is still used as misinformed antivaccine fuel "
"Rod_Hagen","Calling all people who oppose compulsory anti-c19 vaccination â€œanti-vaxersâ€ is utterly stupid. I am as pro vaccine for real purpose as anyone out there. Doesnâ€™t mean I can see any point in c19 vaccine or in compulsion.","calling all people who oppose compulsory antic vaccination â€œantivaxersâ€ is utterly stupid i am as pro vaccine for real purpose as anyone out there doesnâ€™t mean i can see any point in c vaccine or in compulsion"
"DavidSavage63","Experts unpick symbols and slogans at anti-COVID vaccination mandate protest in Perth - ABC News https://t.co/AtEnJynxyh","experts unpick symbols and slogans at anticovid vaccination mandate protest in perth  abc news "
"anon8314","@cyprocoque @PeteFromToronto @ScottyDoezKnow @Canuck_Grump @MapleLeafs Yes we were by some political leaders. Go watch Bidens speech before the vaccine rollout. He said it would give complete protection. Thatâ€™s the main reason theyâ€™re so many anti vaxers. Had they been honest from the start maybe less people would be against it","     yes we were by some political leaders go watch bidens speech before the vaccine rollout he said it would give complete protection thatâ€™s the main reason theyâ€™re so many anti vaxers had they been honest from the start maybe less people would be against it"
"ChrispyEliot","Vaccine haters/anti vaxx(#canada, #Australia, #USA):
What is the importance of having your Vaccination requirements? Using our ready-made Cards and Passports, you become entitled to;
<U+25CF> SOCIALISE/TRAVEL/WORK
 
Our cards are <U+0001F4AF><U+2611><U+FE0F> 
Registered<U+2714><U+FE0F> 
Checked<U+2714><U+FE0F>
Verified<U+2714><U+FE0F>
Grab your Forms https://t.co/dMv5A4R44w","vaccine hatersanti vaxxcanada australia usawhat is the importance of having your vaccination requirements using our readymade cards and passports you become entitled toucf socialisetravelwork our cards are ufafuufef registereduufef checkeduufefverifieduufefgrab your forms "
"Fettuccin1","If you're still ""vaccine hesitant"" after all these months have passed, you're just an anti vaxxer in denial, or just dumb, or a mix of both tbh","if youre still vaccine hesitant after all these months have passed youre just an anti vaxxer in denial or just dumb or a mix of both tbh"
"gregpaulhus","@wescoast99 @BaloonKnotBrown @SKGov Now you're grasping at straws to support some kind of weak anti-vaccine narrative. You need better lies my friend, and you need to at least check the incredibly basic math first to make sure it doesn't immediately disprove the narrative you're trying to sell. Have a good night.","   now youre grasping at straws to support some kind of weak antivaccine narrative you need better lies my friend and you need to at least check the incredibly basic math first to make sure it doesnt immediately disprove the narrative youre trying to sell have a good night"
"Stephenmac4","@boydrongo @BernardGyorgy Lol why is the name for someone waiting for a vaccine an anti-vaxxer lol <U+0001F606> Should be Anti mRNAers","  lol why is the name for someone waiting for a vaccine an antivaxxer lol uf should be anti mrnaers"
"JamManinBTown","@LadeBackk The simple fact they've never said ""we don't know"" in reference to questions regarding the vaccine tells me everything I need to know. And you're immediately labeled ""anti-science"" if you even question anything about it <U+0001F602><U+0001F602>"," the simple fact theyve never said we dont know in reference to questions regarding the vaccine tells me everything i need to know and youre immediately labeled antiscience if you even question anything about it ufuf"
"AShihipar","justifying and blaming the deaths of people that are going to happen (some of whom are vaccinated!) and refusing to fight the anti vaccine/mitigation political forces meanwhile; I'm disgusted with this administration. indefensible.","justifying and blaming the deaths of people that are going to happen some of whom are vaccinated and refusing to fight the anti vaccinemitigation political forces meanwhile im disgusted with this administration indefensible"
"AShihipar","the president is relying on the conception that people who die are racists in the Ozarks who deserve to die for subscribing to anti vaccine misinformation rather than disabled, immunocompromised, elderly, children and other folks of all races, across city and rural.","the president is relying on the conception that people who die are racists in the ozarks who deserve to die for subscribing to anti vaccine misinformation rather than disabled immunocompromised elderly children and other folks of all races across city and rural"
"LogicalComrade","@Talonsight @slapboyy Now this same group is anti-vaccine. How anyone can claim that historically Marxists would be against vaccine mandates, is by extension defending liberal individualism. 

Sorry, but the greater good outweighs individual inconvenience.","  now this same group is antivaccine how anyone can claim that historically marxists would be against vaccine mandates is by extension defending liberal individualism sorry but the greater good outweighs individual inconvenience"
"DannyKard","@TheresaLongo @JerryMa81034559 @bettybetty700 Oh good 
My folks use to live in La Fortuna...they were thinking about moving back that way but are anti vaccine.
Peace","   oh good my folks use to live in la fortunathey were thinking about moving back that way but are anti vaccinepeace"
"StellaHaley20","LYING ANTI VACCINE GIVES VIRUS FOR CHRISTMAS. KNOWING THEY ARE LIARS THEY NOW ATTACK MEDICAL SPECIALISTS. 
 Happy Christmas to the millions who look at the tree and know Fox monstrous blatant lies stole their husband, wives, brothers  sisters and children. https://t.co/xzUu9DxWhZ","lying anti vaccine gives virus for christmas knowing they are liars they now attack medical specialists  happy christmas to the millions who look at the tree and know fox monstrous blatant lies stole their husband wives brothers  sisters and children "
"GGunthorp","@GreenwayPork I'm really more about personal freedom and marketplace deciding rather than regulations on both ag production practices and vaccines. A person can be pro vaccines and anti vaccine mandate the same as I can say we are an affluent enough society we should place value on more farms."," im really more about personal freedom and marketplace deciding rather than regulations on both ag production practices and vaccines a person can be pro vaccines and anti vaccine mandate the same as i can say we are an affluent enough society we should place value on more farms"
"Stephen61757619","@realJerkyJones @richardzussman Not going to happen Mr Anti vaccine but case!
Idiots don't understand it's like a fire you have to put the whole fire out to stop the smoke same as the vaccine everybody has to take the vaccine to stop the fire of covid I know I'm wasting my time with you and others","  not going to happen mr anti vaccine but caseidiots dont understand it like a fire you have to put the whole fire out to stop the smoke same as the vaccine everybody has to take the vaccine to stop the fire of covid i know im wasting my time with you and others"
"FetchStep","@7NewsSydney @MSMWatchdog2013 When you remove QR codes and Vaccine mandate's you remove people choice and confidence in business that follow the covid safe rules.
Looks like the 5% of the population Anti-vaxxers won but they killed tourism for the rest of us .","  when you remove qr codes and vaccine mandate you remove people choice and confidence in business that follow the covid safe ruleslooks like the  of the population antivaxxers won but they killed tourism for the rest of us "
"FreddieSwright","You liken an Anti-vaccine passport protest to football hooliganism?
By Christ you and that Boris Cult Evangelist, Edge, deserve each other.

Did you ever go to a game? https://t.co/W7ykhzJUMK","you liken an antivaccine passport protest to football hooliganismby christ you and that boris cult evangelist edge deserve each otherdid you ever go to a game "
"tatetytiffany","@BeKindGoodVibes @NBCNews Well the hoax got another 1.

Prominent Christian televangelist and anti-vaccine advocate Marcus Lamb died after being hospitalized with Covid-19, his family announced Tuesday.","  well the hoax got another prominent christian televangelist and antivaccine advocate marcus lamb died after being hospitalized with covid his family announced tuesday"
"Freckles3229263","@FoxNews Lost this anti mask/vaccine Senator.   Any reporting on that?
https://t.co/pL32NWayGi"," lost this anti maskvaccine senator   any reporting on that"
"yzsmith","Pastor's anti-vaccine stance divides Tennessee family https://t.co/pX9uNxR9YR via @YouTube","pastor antivaccine stance divides tennessee family  "
"flyinmyears","People are aghast at the harshness of this but you have to remember that anti-vaxxers are gleefully anticipating the deaths of billions from the vaccine because it will prove them right. https://t.co/m5idRxJ8fP","people are aghast at the harshness of this but you have to remember that antivaxxers are gleefully anticipating the deaths of billions from the vaccine because it will prove them right "
"rhoneyman","@JoshuaPotash Still struggling to believe people think a vaccine that's been ten years in the making and has been administered to the tune of hundreds of millions of doses is unproven. Still struggling to believe the self-centered anti-vaxxers who put others at risk by being refuseniks."," still struggling to believe people think a vaccine that been ten years in the making and has been administered to the tune of hundreds of millions of doses is unproven still struggling to believe the selfcentered antivaxxers who put others at risk by being refuseniks"
"5K4R","@skyejromance @GhostFraser @SandyTh89615558 @tweetiepie_1978 @PoliticsForAlI There would always be people who won't wear masks and won't take the vaccine. You will keep on getting jabbed. And way you have been existing has not been any different to anti mask or anti vax people. So you want to live or exist?","     there would always be people who wont wear masks and wont take the vaccine you will keep on getting jabbed and way you have been existing has not been any different to anti mask or anti vax people so you want to live or exist"
"tudornerdpart3","""Over my dead body"", well yeah Sarah, that's exactly the point. Without the vaccine, you'll likely die or wish you had after you catch covid. Fucking idiot anti-vaxxers.","over my dead body well yeah sarah that exactly the point without the vaccine youll likely die or wish you had after you catch covid fucking idiot antivaxxers"
"maccadoo8","@fingalpimpernel It's true that vaccine inequity is a major risk factor in the emergence of new variants, but, there are many countries which are chaotic politically &amp; anti vax by experience of communist governments. The biggest risk for viral evolution is in Immunocompromised vaxed or unvaxed."," it true that vaccine inequity is a major risk factor in the emergence of new variants but there are many countries which are chaotic politically  anti vax by experience of communist governments the biggest risk for viral evolution is in immunocompromised vaxed or unvaxed"
"HugYourLove","@pamt39 @JedediahBila If you're telling people not to get the vaccine you're an anti-vaxxer, if you're against just the mandates, you're not.  Which are you?","  if youre telling people not to get the vaccine youre an antivaxxer if youre against just the mandates youre not  which are you"
"Makinwaves3","A friend of mine who watches #FoxAAN and voted for Trump didn't even know the Covid vaccine was FDA approved.
I'm not talking about the booster.

This is where we are.
Fox Anti-American Network
#FAAN","a friend of mine who watches foxaan and voted for trump didnt even know the covid vaccine was fda approvedim not talking about the boosterthis is where we arefox antiamerican networkfaan"
"melian225","@CambAngst_HPFT @blueirony South Africa has a lot of vaccine hesitancy, especially in non white populations. I think their double vaxxed rate is less than 30%, and single vax isn't much higher. Like a lot of places, there is a lot of anti vax misinformation being peddled.","  south africa has a lot of vaccine hesitancy especially in non white populations i think their double vaxxed rate is less than  and single vax isnt much higher like a lot of places there is a lot of anti vax misinformation being peddled"
"aquilina_maree","Anti-vaxxers if you worry about what's in the vaccine and whats going in your body, you should see whats in the tap water......... Water fluoridation","antivaxxers if you worry about what in the vaccine and whats going in your body you should see whats in the tap water water fluoridation"
"Sharpixelss","Anti-Vaxxers not getting the vaccine because they â€œdonâ€™t know whatâ€™s in it,â€ but before they give you the vaccine they literally hand you a packet with aftercare instructions, possible side effects AND whatâ€™s inside the vaccine. Not like theyâ€™d understand any of it anyways.","antivaxxers not getting the vaccine because they â€œdonâ€™t know whatâ€™s in itâ€ but before they give you the vaccine they literally hand you a packet with aftercare instructions possible side effects and whatâ€™s inside the vaccine not like theyâ€™d understand any of it anyways"
"Sabrina10763131","I know 4 people that have died of #Covid &amp; at least 5 suffering long term effects of Covid. I donâ€™t anyone thatâ€™s ever died from the flu or anyone suffering long term effects of the vaccine.  Wearing a mask in public is easy to do but go ahead anti-vaxxers (maskers) keep crying!","i know  people that have died of covid  at least  suffering long term effects of covid i donâ€™t anyone thatâ€™s ever died from the flu or anyone suffering long term effects of the vaccine  wearing a mask in public is easy to do but go ahead antivaxxers maskers keep crying"
"sc85sis","@NessfromtheWest @seahawksPR @Seahawks Because not enough people got vaccinated, which allowed variants to develop. All the anti-vaccine misinformation is allowing Covid to stick around.","   because not enough people got vaccinated which allowed variants to develop all the antivaccine misinformation is allowing covid to stick around"
